credit_provider_name;trading_names;registration_status;effective_date
"CASHFLOAT (PTY) LTD";"";"registered";"2017/05/03"
"BASH FINANCE (PTY) LTD";"";"registered";"2017/05/03"
"NTSHAREBONE SMALL LOAN TRADING (PTY) LTD";"";"registered";"2017/05/03"
"S SUPREME INVESTMENTS (PTY) LTD";"S SUPREME FINANCE";"registered";"2017/04/25"
"IEMAS FINANCING (PTY) LTD";"";"registered";"2017/04/05"
"SAVANNAH CASH LOANS (PTY) LTD";"";"registered";"2017/05/02"
"EXTREME COSMETIC MAKE OVERS CC";"EXTREME MAKE OVER";"registered";"2017/04/22"
"HAYANI DEVELOPMENT AND PROPERTIES (PTY) LTD";"";"registered";"2017/04/25"
"K2016505486 (SOUTH AFRICA) (PTY) LTD";"";"registered";"2017/05/02"
"NTWANI FUNI TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/05/02"
"ASALAM BUSINESS ENTERPRISES (PTY) LTD";"";"registered";"2017/04/20"
"XCHNGE ONLINE TRADING (PTY) LTD";"XCHNGE FINANCE";"registered";"2017/05/02"
"LCK CENTRE (PTY) LTD";"MAFOLOFOLO";"registered";"2017/05/08"
"RICH FINANCE OF LOANS (PTY) LTD";"";"registered";"2017/05/04"
"JMN CASH LOANS (PTY) LTD";"";"registered";"2017/05/05"
"RAMATEBO CASH LOAN (PTY) LTD";"";"registered";"2017/05/04"
"MERVYNEARL (PTY) LTD";"";"registered";"2017/05/08"
"FY FINANCE SOLUTIONS (PTY) LTD";"";"registered";"2017/05/09"
"EASYCASH FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/05/08"
"LULU ADVANCE LOAN (PTY) LTD";"";"registered";"2017/05/04"
"CB GROUP FINANCIAL SCHEME (PTY) LTD";"";"registered";"2017/05/04"
"PICABIZ 369 CC";"PICABIZ 369 CC";"registered";"2017/05/08"
"HARRY WILLIAM PENBERTHY";"THUSONG CHIKEN OUTLET & CASH LOAN";"registered";"2017/05/08"
"MOLOLO PAYDAY LOANS (PTY) LTD";"";"registered";"2017/05/08"
"TEN MINUTE FINANCE CC";"";"registered";"2007/08/29"
"MCXHUBE TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/05/08"
"ENGO HOLDINGS (PTY) LTD";"";"registered";"2017/05/08"
"FAST CASH MICRO LENDING (PTY) LTD";"";"registered";"2017/05/03"
"THUSITHE (PTY) LTD";"";"registered";"2017/05/03"
"RALUBUVHI CASH LOAN (PTY) LTD";"";"registered";"2017/05/03"
"PEACEMAKER FINACIAL SERVICES (PTY) LTD";"PEACEMAKER FINANCIAL SERVICES (PTY) LTD";"registered";"2017/05/08"
"VISION HOMES (PTY) LTD";"";"registered";"2017/04/10"
"REUJOHNS (PTY) LTD";"";"registered";"2017/05/08"
"MATHIDANE CONSTRUCTION AND PROJECTS CC";"MANOSHA CASH LOANS";"registered";"2017/05/08"
"MAGU'S CASH LOAN CC";"";"registered";"2017/05/05"
"RICARDO BARNARDO";"UNITED MINI MARKET";"registered";"2017/05/03"
"MASITES PROJECTS (PTY) LTD";"";"registered";"2017/05/08"
"ANIZA TERM LOAN (PTY) LTD";"ANIZA TERM LOAN";"registered";"2017/05/08"
"LITTLE V TRADING AND PROJECTS (PTY) LTD";"VVM FINANCIAL SERVICES";"registered";"2017/05/10"
"PORT-KAN INVESTMENT (PTY) LTD";"PEU FINANCIAL SERVICES";"registered";"2017/05/07"
"COLLINS SEBOLA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/05/10"
"MOUNTAIN VIEW PAWN SHOP CC";"";"registered";"2017/04/18"
"GOLDEN STONE FINANCE (PTY) LTD";"";"registered";"2017/05/10"
"K2016382638 (SOUTH AFRICA) (PTY) LTD";"THABA DEBT SOLUTIONS";"registered";"2017/05/08"
"DAYS OF DAYS FINANCE (PTY) LTD";"";"registered";"2017/05/08"
"INDLELA FINANCE (PTY) LTD";"";"registered";"2017/05/05"
"STARWAYS TRADING 25 (PTY) LTD";"";"registered";"2017/04/05"
"NETSHIDZIBANI BUILDING CONTRACTORS CC";"T N CASH LOANS";"registered";"2017/05/04"
"MTSWENI INVESTMENTS (PTY) LTD";"";"registered";"2017/05/04"
"MUKURU FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/05/03"
"ULTIMATE PAVING AND HOME IMPROVEMENTS CC";"ULTIMATE PAVING AND HOME IMPROVEMENTS";"registered";"2017/05/04"
"ER NEL TRUST";"";"registered";"2017/05/11"
"VAULT CAPITAL (PTY) LTD";"";"registered";"2017/05/08"
"NKATEKO FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/05/09"
"EXCELLENT CONFERENCING (PTY) LTD";"EXCELLENT FINANCE";"registered";"2017/05/09"
"HUANG YONG INTERNATIONAL (PTY) LTD";"";"registered";"2017/05/11"
"EC RUANDA (PTY) LTD";"";"registered";"2017/05/10"
"MADIMETJA DAVID KEKANA";"DAVMINAH BUSINESS ENTERPRISE";"registered";"2017/05/10"
"TAJ MICRO FINANCE (PTY) LTD";"";"registered";"2017/05/06"
"THE KDV MOTOR GROUP CC";"";"registered";"2017/05/17"
"TRIUMPH FINANCIAL SERVICES AND TRADING CC";"";"registered";"2017/05/16"
"DWABAZI FINANCIAL SERVICES AND TRADING (PTY) LTD";"";"registered";"2016/11/21"
"TVBK FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/05/18"
"GAUTENG MOTORS CC";"";"registered";"2017/04/15"
"MKS PETROLEUM SUPPLY PROPERTIES AND ENGINEERING WORKS CC";"GOLDEN INVESTMENTS";"registered";"2017/05/22"
"FOX MEI (PTY) LTD";"";"registered";"2017/05/22"
"NSUTIVOSA TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/05/22"
"JWS TRUST";"";"registered";"2017/05/10"
"RIVER BUSH PROPERTY TRUST";"";"registered";"2017/04/11"
"HAMY (PTY) LTD";"";"registered";"2017/05/22"
"ZHANG CASH LOANS BARKLY WEST (PTY) LTD";"";"registered";"2017/05/22"
"ERZ TELECOM CC";"";"registered";"2017/05/17"
"WILTRADE 54 (PTY) LTD";"24 HOUR CASH & PAWN";"registered";"2017/05/18"
"VOGSPHERE (PTY) LTD";"";"registered";"2017/05/19"
"DRAGON LOAN (PTY) LTD";"";"registered";"2017/05/22"
"HOME IMPROVEMENT FINANCE (PTY) LTD";"";"registered";"2017/05/17"
"GOLDEN FLOWER TRADING (PTY) LTD";"";"registered";"2017/05/17"
"SAPETRA TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/05/18"
"MOROLONG FUNERALS (PTY) LTD";"";"registered";"2017/05/19"
"SGM AND PARTNERS CONSULTING (PTY) LTD";"UMZIKI FINANCE";"registered";"2017/05/22"
"K2016165380 (SOUTH AFRICA) (PTY) LTD";"LAN CREDIT SOLUTIONS";"registered";"2017/05/24"
"ZHANG CASH LOANS DANIELSKUIL (PTY) LTD";"";"registered";"2017/05/22"
"VHUNDA HOLDING INSURANCE (PTY) LTD";"";"registered";"2017/04/21"
"MMAKOBANA CASH LOAN (PTY) LTD";"";"registered";"2017/05/25"
"COMA SUPPLIERS CC";"";"registered";"2017/05/23"
"INYANDZA TRADING (PTY) LTD";"INYANDZA CASH LOAN";"registered";"2017/05/18"
"EBREN CASH LOANS (PTY) LTD";"";"registered";"2017/05/23"
"MISHMESH CASH LOANS (PTY) LTD";"";"registered";"2017/05/23"
"ZHIHUI LIN";"WHEN'S DEN";"registered";"2017/05/13"
"LESETHOALE TRADING ENTERPRISES CC";"";"registered";"2007/09/05"
"KPH MICROFINANCE (PTY) LTD";"";"registered";"2017/05/23"
"DYNAMIC CREDIT SOLUTIONS (PTY) LTD";"";"registered";"2017/05/24"
"ANDRE VERMEULEN";"";"registered";"2017/05/24"
"D & S BELEGGINGS TRUST";"";"registered";"2017/05/29"
"JULIE JOAN MOORE";"";"registered";"2017/05/30"
"PORTION 15 VOGELSFONTEIN (PTY) LTD";"";"registered";"2017/05/30"
"DINJOMS TRADING CC";"DINJOMS CASH LOANS";"registered";"2017/05/30"
"THE KINGPIN FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/05/30"
"QUICK PAY (PTY) LTD";"";"registered";"2017/05/30"
"EC WOMEN EMPOWERMENT (PTY) LTD";"";"registered";"2017/05/23"
"MILLERS INC";"";"registered";"2017/05/25"
"SHADOWS FINANCIAL SERVICES AND ADMINISTRATION (PTY) LTD";"";"registered";"2017/05/18"
"MOZOLO FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/05/24"
"FLASH MONEY CASH LOANS (PTY) LTD";"";"registered";"2017/05/29"
"TSHARANANG CASH LOAN CC";"";"registered";"2017/05/30"
"WANG SHENG CLOTHING TRADING CC";"";"registered";"2017/05/30"
"TRANSONIC SECURITY SERVICES AND CLEANING (PTY) LTD";"TRANSONIC CASH LOANS AND FINANCE";"registered";"2017/05/30"
"MKHONTO WESIZWE CASH LOAN CC";"";"registered";"2017/05/25"
"XIUQING TRADING (PTY) LTD";"";"registered";"2017/05/04"
"SERVENET (PTY) LTD";"";"registered";"2017/06/01"
"TSHALATA BROTHERS INVESTMENT HOLDINGS (PTY) LTD";"MASTA AID FINANCIAL SERVICES";"registered";"2017/04/10"
"MMEA HOLDINGS (PTY) LTD";"";"registered";"2017/04/26"
"SK BUSINESS SOLUTIONS (PTY) LTD";"";"registered";"2017/05/31"
"MABEREGISI TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/05/23"
"COETZEE HEINZLE REYNECKE";"";"registered";"2017/05/30"
"COMIT TECHNOLOGIES (PTY) LTD";"";"registered";"2017/05/23"
"MAVHUNGU HLENGIWE MABOHO COMPANY (PTY) LTD";"MHM CASH LOAN";"registered";"2017/06/05"
"RAKGAKOLE CASH LOAN (PTY) LTD";"";"registered";"2017/06/05"
"KAKAMAS MICRO LOANS (PTY) LTD";"";"registered";"2017/06/05"
"CORPCLO 538 CC";"ABC FINANCIAL SERVICES";"registered";"2007/08/27"
"NNUS PROJECT ENTERPRISE (PTY) LTD";"MPUME CASH LOANS";"registered";"2017/06/06"
"ADRIAAN MARTHINUS FRANCOIS DU PLOOY";"PARYS CASH LOANS";"registered";"2017/05/23"
"KHALASHI TRADING CC";"";"registered";"2017/05/31"
"XIAOPO ENTERPRISE TRADING (PTY) LTD";"";"registered";"2017/06/02"
"FANTINE HOLDINGS (PTY) LTD";"";"registered";"2017/06/02"
"NATIONWIDE LOANS (PTY) LTD";"";"registered";"2017/06/02"
"MMELA MOBILITY FINANCE (RF) LTD";"";"registered";"2017/06/01"
"MVT FINANCE (PTY) LTD";"";"registered";"2017/06/05"
"MURUMBA TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/06/07"
"REALRELIEVERS CASH LOANS (PTY) LTD";"";"registered";"2017/06/06"
"TTK HOLDINGS (PTY) LTD";"";"registered";"2017/06/05"
"SMARTPEOPLE SOUTH AFRICA (PTY) LTD";"";"registered";"2017/06/12"
"ADOMACODE (PTY) LTD";"";"registered";"2017/06/12"
"MUDEDE SUPPLY AND TRADING CC";"";"registered";"2017/06/05"
"OJEI'S T (PTY) LTD";"";"registered";"2017/06/06"
"FUTURE PARADISE LIFESTYLE CONCEPTS (PTY) LTD";"";"registered";"2017/06/06"
"PEAKANYO GENERAL TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/06/05"
"LUCINDI FOURIE AND BIG EAGLES FINANCE";"BIG EAGLE FINANCE";"registered";"2017/06/02"
"THANDANANI INVESTMENT (PTY) LTD";"";"registered";"2017/06/07"
"MAFUSI FRANCINA KHOLUOE TRAINING AND PROJECTS (PTY) LTD";"";"registered";"2017/06/07"
"IMANIGOLD TRADING CC";"";"registered";"2017/06/05"
"F AND I CORPORATION (PTY) LTD";"";"registered";"2017/06/07"
"4TH POWER INVESTMENTS (PTY) LTD";"";"registered";"2017/06/06"
"TITIVENI BUSINESS VENTURE (PTY) LTD";"";"registered";"2017/06/05"
"HB LOANS (PTY) LTD";"GIFT'S LOANS";"registered";"2017/06/13"
"GEKKOTA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/06/09"
"THEODORPHYLUS TRADING (PTY) LTD";"";"registered";"2017/06/09"
"OPENSCOR TWENTY TWO CC";"PRIME MICRO LOANS";"registered";"2007/06/12"
"SEDITI FINANCE (PTY) LTD";"";"registered";"2017/06/06"
"QL CASH LOAN (PTY) LTD";"";"registered";"2017/06/07"
"ESTELLA CONSULTANTS (PTY) LTD";"";"registered";"2017/06/13"
"ELSABE MATTHEE";"E.MATTHEE";"registered";"2017/06/12"
"MASINGITA KENNETH CHAUKE";"NGHILICHI FINANCIAL SERVICES";"registered";"2017/06/08"
"HUGO OTTO";"CENTRAL CAPE CREDITS";"registered";"2017/06/05"
"KLEIN HAZENDAL FAMILY TRUST";"";"registered";"2017/06/12"
"SABELANI TRAVEL AND TOURS CC";"SABELANI FINANCIAL SERVICES";"registered";"2017/06/13"
"ROYAL SUPERMARKET (PTY) LTD";"";"registered";"2017/06/13"
"BLACK WEALTH INSTITUTE (PTY) LTD";"BWI FINANCE";"registered";"2017/06/12"
"BETHS AUCTION MART CC";"";"registered";"2007/09/06"
"AMBROSE FINANCE (PTY) LTD";"";"registered";"2017/04/19"
"NENE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/06/07"
"MACHETE FINANCE (PTY) LTD";"";"registered";"2017/06/05"
"TIISHO BOREMELA (PTY) LTD";"LINORATI CASH LOANS";"registered";"2017/06/06"
"KANG GAO TRADING (PTY) LTD";"";"registered";"2017/05/24"
"THOLAKELE MASSIVE TRADING ENTERPRISE (PTY) LTD";"TMT FINANCIAL";"registered";"2017/06/22"
"MOGAU FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/06/13"
"YAKHE MDINGI";"WAYOUT FINANCIAL SERVICES";"registered";"2017/06/22"
"UKUTHOLA FINANCE (PTY) LTD";"";"registered";"2017/06/15"
"SACCAWU NATIONAL PROVIDENT FUND";"";"registered";"2017/06/27"
"LOUHEN KONSULTANTE (MIDDELBURG KP) BK";"LOUHEN FINANCIAL SERVICES";"registered";"2007/04/24"
"FREE FLOW FINANCE AND TRADING (PTY) LTD";"";"registered";"2017/06/26"
"PROMPT ENTERPRISES (PTY) LTD";"";"registered";"2017/06/27"
"CARLA SMIT";"";"registered";"2017/06/22"
"EDZISANI NELLY NETSHITUNGULWANE";"";"registered";"2017/06/23"
"J O WORK UP CASH LOAN (PTY) LTD";"";"registered";"2017/06/26"
"SAVANNA COOKWARE (PTY) LTD";"";"registered";"2017/06/26"
"WESTERN BIZAARS DISCOUNT CITY CC";"";"registered";"2017/06/19"
"MUSA RETAIL LENDING (PTY LTD";"";"registered";"2017/06/22"
"BONYONYO CASH LOAN (PTY) LTD";"";"registered";"2017/06/26"
"LINKIE TECHNOLOGIES CC";"";"registered";"2017/06/22"
"SCANIA FINANCE SOUTHERN AFRICA (PTY) LTD";"";"registered";"2007/07/19"
"ZULUELIHLE CATERING N PROJECTS (PTY) LTD";"";"registered";"2017/06/27"
"ROUSSEAU MICRO FINANCE (PTY) LTD";"";"registered";"2017/06/28"
"PEMMTRICKS (PTY) LTD";"";"registered";"2017/06/27"
"MS K CONSULTING (PTY) LTD";"";"registered";"2017/06/27"
"PW OOSTHUIZEN ENTERPRISE CC";"PWO CREDIT";"registered";"2017/06/27"
"EKASI FINANCE (PTY) LTD";"";"registered";"2017/06/26"
"YELLOW FIN (PTY) LTD";"";"registered";"2017/06/27"
"TEBELLO CASH LOANS (PTY) LTD";"";"registered";"2017/06/23"
"VINCENT WILLIAM KOEKEMOER";"V . LOANS";"registered";"2017/06/26"
"SOUTH AFRICAN MONEY CARE ORGANISATION HEIDELBERG CC";"SAMCO HEIDELBERG";"registered";"2017/06/22"
"SAYARA (PTY) LTD";"";"registered";"2017/06/23"
"ORANGE MONEY MATTERS (PTY) LTD";"CASH CONVERTERS STELLENBOSCH";"registered";"2017/06/22"
"EDWARD PATRICK HAYES";"SHOPWISE SUPERMARKET";"registered";"2017/06/28"
"LAAS AND SCHOLTZ INC";"";"registered";"2017/06/22"
"MERGER CHEN SOLUTIONS (PTY) LTD";"";"registered";"2017/06/29"
"MAGIC BOND TRUST";"";"registered";"2017/06/29"
"CORRIMANUELA CC";"";"registered";"2017/06/29"
"PFR CASH LOAN (PTY) LTD";"";"registered";"2017/06/29"
"CHRISTO MARK CLASSEN";"";"registered";"2017/06/29"
"MR UBER (PTY) LTD";"";"registered";"2017/06/29"
"SOUTHERN STAR FINANCE (PTY) LTD";"";"registered";"2017/07/01"
"CALLEB HC TRADING (PTY) LTD";"";"registered";"2017/06/29"
"MAM CASH (PTY) LTD";"";"registered";"2017/06/29"
"GUOCAI WENG";"JIAN JIAN CASH LOANS";"registered";"2017/06/30"
"ZHANG CASH LOANS STUTTERHEIM (PTY) LTD";"";"registered";"2017/05/22"
"ZHANG CASH LOANS SWARTRUGGENS (PTY) LTD";"";"registered";"2017/05/22"
"VISPA MEUBELS (EDMS) BPK";"";"registered";"2007/09/07"
"ZHANG CASH LOANS POSTMASBURG (PTY) LTD";"";"registered";"2017/05/22"
"ZHANG CASH LOANS KURUMAN (PTY) LTD";"";"registered";"2017/05/22"
"ZHANG CASH LOANS CRADOCK (PTY) LTD";"";"registered";"2017/05/22"
"ZHANG CASH LOANS PRIESKA (PTY) LTD";"";"registered";"2017/05/22"
"ZHANG CASH LOANS BOSHOFF (PTY) LTD";"";"registered";"2017/05/22"
"COLLECT A DEBT (PTY) LTD";"COLLECT A DEBT-DEBT RECOVERY & TRACING SOLUTIONS";"registered";"2017/07/04"
"BOND FLEET (PTY) LTD";"";"registered";"2017/07/04"
"NOKUTHULOKUHLE CASH LOAN (PTY) LTD";"";"registered";"2017/06/28"
"GRAD WEALTH (PTY) LTD";"";"registered";"2017/07/03"
"EASY 4 U CASH LOAN (PTY) LTD";"";"registered";"2017/07/04"
"MOTSHABI CONSULTING (PTY) LTD";"";"registered";"2017/07/04"
"FAIRVEST PROPERTY HOLDINGS LIMITED";"";"registered";"2017/06/30"
"LNS LOGISTICS (PTY) LTD";"LNS FINANCE";"registered";"2017/07/03"
"JUSTGO TRAVEL (PTY) LTD";"JUSTGO";"registered";"2017/07/04"
"FROST DIAMONDS INTERNATIONAL (PTY) LTD";"";"registered";"2017/07/04"
"NCEDULUNTU (HELP THE PEOPLE) FINANCIAL SOLUTIONS (PTY) LTD";"NCEDULUNTU FINANCIAL SOLUTIONS";"registered";"2017/06/30"
"GLADSON FINANCES (PTY) LTD";"";"registered";"2017/06/30"
"BCRP MUSIC (PTY) LTD";"CAPITAL MUSIC";"registered";"2007/09/05"
"RUDI ARMSTRONG (PTY) LTD";"CALL CASH LOANS";"registered";"2017/07/04"
"MOPEI TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/07/04"
"EQUALITY FINANCE CC";"";"registered";"2017/07/04"
"HZ FINANCE (PTY) LTD";"HAPPY FAMILY CASH LOANS";"registered";"2017/07/01"
"FH HOME STORE (PTY) LTD";"";"registered";"2017/06/30"
"KHELETHU HOLDINGS (PTY) LTD";"";"registered";"2017/06/30"
"VATIRAMO HOLDINGS (PTY) LTD";"";"registered";"2017/06/29"
"SEKANNO (PTY) LTD";"";"registered";"2017/06/30"
"LONGMANFIN (PTY) LTD";"";"registered";"2017/06/29"
"BONANG LEBONE TRADING AND PROJECTS CC";"";"registered";"2017/06/28"
"MADUMETJA CASH LOANS (PTY) LTD";"";"registered";"2017/07/03"
"VNAH TRADING ENTERPRISE (PTY) LTD";"Clearwaiz Financial Services";"registered";"2017/06/30"
"A AND J MONEY MART CC";"";"registered";"2017/06/26"
"NGOAKO J MOAGI (PTY) LTD";"NJM FINANCIAL SERVICES";"registered";"2017/07/05"
"TSHIFHIWA FINANCE (PTY) LTD";"";"registered";"2017/07/05"
"SUPER LUCKY CASH LOAN (PTY) LTD";"";"registered";"2017/06/29"
"CHUJIN TRADING CC";"";"registered";"2017/07/03"
"LESEBA AND OFENTSI TRADING (PTY) LTD";"";"registered";"2017/07/03"
"JOES UPHOLSTRY WOODWORK AND FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/07/05"
"BUNYANI MICRO LOANS (PTY) LTD";"";"registered";"2017/07/05"
"NWA NHLALALA (PTY) LTD";"";"registered";"2017/07/03"
"MXM TRADING (PTY) LTD";"XP SERVICES";"registered";"2017/07/03"
"YONG SHENG TRADING CC";"";"registered";"2017/07/03"
"MUJIWAMAFU TRADING (PTY) LTD";"";"registered";"2017/07/05"
"POWER STORM TRADING (PTY) LTD";"TASH FINANCE";"registered";"2017/07/04"
"NISIN INVESTMENT (PTY) LTD";"CASH CRUSADERS SOUTHWAY MALL";"registered";"2017/07/04"
"TOYINTOYIN TRADING (PTY) LTD";"";"registered";"2017/06/30"
"ULWAZI LWETHU TRADING (PTY) LTD";"ZINQO";"registered";"2017/07/04"
"COMMUTAINMENT (PTY) LTD";"G Z FINANCIAL SERVICES";"registered";"2017/07/04"
"LIMP FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2017/06/30"
"GERT FRANCOIS JANSE VAN RENSBURG";"";"registered";"2017/07/07"
"JUNIUS CREDIT SOLUTIONS (PTY) LTD";"";"registered";"2017/07/06"
"KK FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/07/06"
"RINGMASTER TRADE AND INVEST 4 (PTY) LTD";"";"registered";"2017/07/06"
"MANENZHE HOLDINGS (PTY) LTD";"";"registered";"2017/07/07"
"SIZEKA CASH LOANS (PTY) LTD";"";"registered";"2017/07/10"
"LINTO FINANCE SERVICE (PTY) LTD";"";"registered";"2017/07/10"
"RENWAY (PTY) LTD";"CASH CONVERTERS OXFORD VILLAGE";"registered";"2017/07/06"
"MMABATHO GENERAL ENTERPRISES (PTY) LTD";"MMABATHO CASH LOAN";"registered";"2017/07/07"
"PAULINE LUME";"ALL LOANS";"registered";"2017/07/10"
"CAFOX 261 CC";"";"registered";"2017/07/07"
"YBYNU (PTY) LTD";"";"registered";"2017/07/06"
"SHAVHI CASH LOAN AND PROJECTS (PTY) LTD";"";"registered";"2017/07/07"
"GLOBACTIVE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/07/10"
"ALEX AND JAY CONSTRUCTION AND PROJECTS (PTY) LTD";"";"registered";"2017/07/07"
"MAHLATSI MOTSEPE FINANCE AND TRADING (PTY) LTD";"";"registered";"2017/07/07"
"MONYONYO AND MAPHEFO TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/07/03"
"SIBUADE PROJECTS (PTY) LTD";"MSV FINANCIAL SERVICES";"registered";"2017/07/07"
"CAPITTAL LOANS (PTY) LTD";"";"registered";"2017/07/06"
"DE JAGER SOLUTIONS (PTY LTD";"";"registered";"2017/07/04"
"NKOSI FINANCE (PTY) LTD";"";"registered";"2017/07/06"
"MOJAJE EASY LOAN (PTY) LTD";"";"registered";"2017/07/07"
"EDM COMPLETE SOLUTION (PTY) LTD";"EDM SOLUTIONS";"registered";"2017/07/06"
"EZIWHUO CASH LOANS (PTY) LTD";"";"registered";"2017/07/05"
"DITLHAKOLENG TRADING AND PROJECTS (PTY) LTD";"KPS FINANCE";"registered";"2017/07/07"
"LENOVA CONSTRUCTION AND DEVELOPMENT (PTY) LTD";"";"registered";"2017/07/03"
"MAKOAE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/07/06"
"SMM FINANCE AND INSURANCE (PTY) LTD";"";"registered";"2017/07/05"
"XCELERATE INVESTMENT HOLDINGS (PTY) LTD";"";"registered";"2017/07/10"
"BROAD BASE TRADING (PTY) LTD";"";"registered";"2017/07/11"
"HOMEGROWN FINANCIAL SERVICES (PTY) LTD";"HOMEGROWN FS";"registered";"2017/07/12"
"QUICK TALK QUICK HELP CASH LOANS (PTY) LTD";"";"registered";"2017/07/05"
"TSHENUWANI FINANCIAL ENTERPRISE (PTY) LTD";"";"registered";"2017/07/07"
"PROTEA LOANS (PTY) LTD";"";"registered";"2017/07/10"
"CALLAGHAN TRADING CC";"";"registered";"2017/07/13"
"AMANDA RUNET VAN HEERDEN";"AR VAN HEERDEN";"registered";"2017/07/07"
"SEKUNJALO FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/07/03"
"PEREGRINE SA HOLDINGS (PTY) LTD";"";"registered";"2017/07/06"
"MOSA WA ONE TRADING AND PROJECTS (PTY) LTD";"LANDANE FUNERALS AND FINANCIAL SERVICES";"registered";"2017/07/13"
"YS FINANCE (PTY) LTD";"PLATINUM FAMILY";"registered";"2017/07/09"
"SHIELD TRACK (PTY) LTD";"CASH CONVERTERS GLEN VILLAGE";"registered";"2017/07/09"
"FIRST FEDERAL INVESMENTS (PTY) LTD";"";"registered";"2017/07/13"
"MPUME K TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/07/13"
"MURICHERO TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/07/12"
"AIRCRAFT ASSET FINANCE CORPORATION (PTY) LTD";"";"registered";"2017/07/18"
"MONYAMANE A BO KOPORO TRADING (PTY) LTD";"";"registered";"2017/07/18"
"AMALA TRADING (PTY) LTD";"";"registered";"2017/07/18"
"THISENES (PTY) LTD";"";"registered";"2017/07/18"
"INDEPENDENT SECURITIES PROVIDENT FUND";"";"registered";"2017/07/18"
"HERPHZIBAR TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/07/18"
"LEMA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/07/18"
"XING ZHONG TIAN TRADING CC";"";"registered";"2017/07/13"
"TRUCK CITY (PTY) LTD";"TRUCK CITY JOHANNESBURG";"registered";"2017/07/18"
"RURAL INVEST (PTY) LTD";"";"registered";"2017/07/18"
"LELWISS TRADING CC";"LELWISS LOANS";"registered";"2017/07/25"
"TYOPHO HOLDING INVESTMENT (PTY) LTD";"";"registered";"2017/07/21"
"TNM FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/07/20"
"COECAR TRADERS (PTY) LTD";"CASH CRUSADERS BRAKPAN";"registered";"2017/07/23"
"MUHUNGUTI WA HOKWE (PTY) LTD";"";"registered";"2017/07/20"
"MOONLIGHT FINANCE AND LOANS (PTY) LTD";"";"registered";"2017/07/20"
"NPPS HOLDINGS (PTY) LTD";"";"registered";"2017/07/20"
"MATLHATSI JUNIOR BUSINESS INVESTMENTS (PTY) LTD";"";"registered";"2017/07/18"
"TST TRADING ENTERPRISE CC";"";"registered";"2017/07/20"
"6 TO6 MINIMARKET (PTY) LTD";"6 TO6";"registered";"2017/07/18"
"AMBITON FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/07/18"
"JOHAN GOTTFRIED ANDREWS";"MASAKHANE MASTER LOANS";"registered";"2017/07/07"
"ORBIT BUSINESS SOLUTIONS (PTY) LTD";"";"registered";"2017/07/20"
"DITAU LOGO GRAPHIC PHOTOSHOP DESIGNER (PTY) LTD";"";"registered";"2017/07/19"
"CATCORP INVESTMENTS CC";"";"registered";"2017/07/12"
"THUTHUKA EDUCATION UPLIFTMENT FUND";"IKUSASA STUDENT FINANCIAL AID PROGRAMME (ISFAP)";"registered";"2017/07/19"
"JASY CASH LOAN (PTY) LTD";"";"registered";"2017/07/19"
"MAZIBUKO AND MAZIBUKO FINANCE (PTY) LTD";"";"registered";"2017/07/25"
"BOIKARABELO TRADING CC";"";"registered";"2017/07/10"
"IMPEESA HOLDINGS (PTY) LTD";"";"registered";"2017/07/20"
"JARACO INVESTMENT (PTY) LTD";"";"registered";"2017/07/28"
"MOOINOOI PAWN SHOP (PTY) LTD";"";"registered";"2017/07/18"
"BEYOND CASH LOANS (PTY) LTD";"";"registered";"2017/07/28"
"WANG KAI TRADING (PTY) LTD";"";"registered";"2017/07/28"
"BLUE SHIELD INVESTMENTS 02 (RF) LTD";"";"registered";"2017/07/28"
