credit_provider_name;trading_names;registration_status;effective_date
"BENJAMIN FERDINAND WAGENSTROOM";"";"lapsed";""
"BRAINWAVE PROJECTS CC";"";"lapsed";""
"NAT FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"FERRY FINANCE (PTY) LTD";"";"lapsed";""
"EFFECTIVE LOANS TRUST";"";"lapsed";"2019/02/28"
"SEVEN SEASONS TRADING 75 (PTY) LTD";"";"lapsed";"2014/03/31"
"NDORINDI TL GENERAL TRADING (PTY) LTD";"";"registered";"2017/12/07"
"CEV CASH LOAN (PTY) LTD";"";"registered";"2017/12/08"
"CRANBROOKE PLACE MARGATE CC";"";"registered";"2017/12/13"
"ELOHHENU (PTY) LTD";"LONDIZETHEMBISO FINANCIAL SERVICE";"registered";"2017/12/01"
"LA-DEE-DA CASH LOAN (PTY) LTD";"";"registered";"2017/12/12"
"ORATILE 100 CASH LOAN (PTY) LTD";"";"registered";"2017/12/07"
"SIYANQOBA PROJECT (PTY) LTD";"";"registered";"2017/12/08"
"INQUBEKELA INVESTMENTS (PTY) LTD";"INQUBEKELA FINANCE";"registered";"2017/12/06"
"LOAN LEE (PTY) LTD";"";"registered";"2017/12/12"
"SENIORS' FINANCE (PTY) LTD";"";"registered";"2007/05/18"
"JAN CORNELIUS JOUBERT";"DIE HUISVRIEND - GEORGE";"voluntarily_cancelled";"2010/03/31"
"SAGE WISE 46 (PTY) LTD";"CARS";"voluntarily_cancelled";"2008/08/29"
"INSURANCE GROUP MANAGERS (PTY) LTD";"PREMIUM CREDIT S A & INADVANCE";"voluntarily_cancelled";"2014/12/10"
"MENLYN FINANCIAL SERVICES (PTY) LTD";"";"voluntarily_cancelled";"2012/02/08"
"ADARMA FINANSIELE DIENSTE CC";"";"voluntarily_cancelled";"2008/04/30"
"NEW GENERATION MOTORS CC";"ZENPRO MOTORS";"voluntarily_cancelled";"2011/07/18"
"HATTINGH EIENDOMS TRUST";"";"voluntarily_cancelled";"2010/11/05"
"PC TRAINING AND BUSINESS COLLEGE (PTY) LTD";"";"voluntarily_cancelled";"2009/04/16"
"ABUTI FINANCE CC";"";"voluntarily_cancelled";"2009/11/17"
"TRANSNET LTD";"NATIONAL PORTS AUTHORITY, SPOORNET, PETRONET, TRANSWERK, PROTEKON, TRANSNET HOUSING";"voluntarily_cancelled";"2008/04/01"
"H R CASH LOANS CC";"";"lapsed";""
"UNIDEALS SIXTEEN CC";"";"lapsed";"2018/03/19"
"BONDPRO FINANCE (PTY) LTD";"";"lapsed";""
"LPPSV FINANSIELE DIENSTE CC";"";"lapsed";"2018/03/19"
"BEZ MEGA MOTORS CC";"";"lapsed";"2014/03/31"
"BLAIZEPOINT TRADING 80 CC";"";"lapsed";"2014/03/31"
"BUMAR PROJECTS CC";"";"lapsed";""
"MILNEX 480 CC";"";"lapsed";"2014/03/31"
"CLAIRWOOD FINANCIAL SERVICES CC";"";"lapsed";""
"MASHAKHANE FINANCE CC";"";"lapsed";"2018/11/23"
"J KALIDAS CC";"KAYS FURNISHERS";"registered";"2007/09/05"
"KHUVEZI TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/12/11"
"LORDS WISH (PTY) LTD";"EMG FINANCIAL SERVICES";"registered";"2017/12/12"
"NERPO FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/11/30"
"CONFIDE CASH LOAN (PTY) LTD";"";"registered";"2017/12/15"
"TYCOON FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/12/14"
"M AND S FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/12/14"
"NATIONAL MONEY LOANS FINANCE (PTY) LTD";"";"registered";"2017/12/13"
"FLORA MANA CASH LOAN (PTY) LTD";"";"registered";"2017/09/21"
"MASIYENZE IKHULE TRADING ENTERPRISE CC";"MASIYENZE IKHULE";"registered";"2017/12/11"
"STANDARD FINANCIAL MARKETS (PTY) LTD";"ADVISORY SERVICES, ONLINE SHARE TRADING";"voluntarily_cancelled";"2009/06/09"
"KADET INVESTMENTS (PTY) LTD";"";"voluntarily_cancelled";"2016/01/18"
"CASA DA SILVA CC";"CASA ITALIA";"voluntarily_cancelled";"2017/08/02"
"AVL FINANSIELE DIENSTE CC";"NATION FINANCE";"voluntarily_cancelled";"2009/09/11"
"FENDALI INVESTMENTS CC";"JTC FINANCIAL SERVICES";"voluntarily_cancelled";"2009/04/16"
"MONEY ROCKET FINANCIAL SERVICES (PTY) LTD";"";"voluntarily_cancelled";"2007/11/02"
"SANIBANA SAFARIS CC";"SANIBONA FINANCE";"voluntarily_cancelled";"2013/04/15"
"G L V MOTORS CC";"VENTER MOTORS, VENTER KARAVANE";"voluntarily_cancelled";"2013/08/21"
"SCOTT CASH LOANS CC";"";"voluntarily_cancelled";"2008/08/25"
"M H A FINANCIAL SERVICES CC";"QFB BOKSBURG, M & H HEIDELBURG";"voluntarily_cancelled";"2018/02/12"
"INTERACTIVE XPRESS (PTY) LTD";"";"lapsed";"2014/03/31"
"EQUALITY FINANCE CC";"";"lapsed";""
"THANDA ZONKE TRADING CC";"";"lapsed";""
"CASH FLOW PRINSLOO STR CC";"";"lapsed";"2014/03/31"
"PRESTPROPS 1037 CC";"";"lapsed";"2014/03/31"
"PENNY DELAREY CASH LOANS CC";"";"lapsed";"2018/03/19"
"KORFIN TRADING CC";"";"lapsed";"2014/03/31"
"KITSHOFF FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"MALIPI BELEGGINGS CC";"";"lapsed";"2018/05/01"
"EKUKHANYENI FINANCE FACILITY (SECTION 21)";"";"lapsed";"2014/03/31"
"MJEY TRADING (PTY) LTD";"EMGOJENI CASH LOAN";"registered";"2017/12/13"
"SILVERWATER FINANCE (PTY) LTD";"APEX CASH LOANS";"registered";"2017/12/13"
"TSAAGANE GENERAL TRADING (PTY) LTD";"SOLUTION CASH LOANS";"registered";"2017/12/18"
"CASH PHAM PHAM MONEY LENDERS (PTY) LTD";"";"registered";"2017/12/15"
"JIANG DONG TRADING (PTY) LTD";"";"registered";"2017/12/15"
"THABIZOLO CASH LOANS CC";"";"registered";"2017/12/15"
"JALFI SUPPLIERS (PTY) LTD";"";"registered";"2017/12/15"
"A AND A MONEYMAX (PTY) LTD";"";"registered";"2017/12/15"
"MPM CASH LOANS CC";"";"registered";"2017/12/18"
"MMELA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/12/18"
"KAY JAY FINANCIAL SERVICES CC";"";"voluntarily_cancelled";"2010/04/22"
"M DU TOIT FINANCIAL SERVICES CC";"DU TOIT CASH LOANS";"voluntarily_cancelled";"2009/07/01"
"TANDEM FINANCE CC";"CITY CENTRE";"voluntarily_cancelled";"2018/02/01"
"STANFORD FIRST IN FINANCE CC";"";"voluntarily_cancelled";"2010/08/07"
"MTUBATUBA LOAN AND FINANCE CC";"";"voluntarily_cancelled";"2009/07/22"
"A B C PAWNBROKERS CC";"ABC PAWNBROKERS";"voluntarily_cancelled";"2009/04/14"
"RONAT NISSAN (PTY) LTD";"";"voluntarily_cancelled";"2011/06/04"
"F & I MOTOR LEASE (PTY) LTD";"";"voluntarily_cancelled";"2010/10/13"
"HEN-KIA ALGEMENE HANDELAARS BK";"";"voluntarily_cancelled";"2009/04/24"
"JJL CASH LOANS CC";"MEGA LOANS";"voluntarily_cancelled";"2011/08/09"
"ALCARI 340 CC";"";"lapsed";"2018/11/30"
"NTHABELENG FINANCE CC";"";"lapsed";"2014/03/31"
"TAKALANI CASH LOANS CC";"";"lapsed";"2014/03/31"
"MONTECAR CC";"";"lapsed";"2018/11/30"
"TSD CASH LOANS CC";"";"lapsed";"2018/11/23"
"R T K CASH LOANS CC";"";"lapsed";"2014/03/31"
"MAROELA FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"HENQUE 3857 CC";"";"lapsed";"2014/03/31"
"MONEYLINE 484 (PTY) LTD";"";"lapsed";"2018/11/30"
"MONYAKENG LOANS CC";"";"lapsed";"2014/03/31"
"INDLELA FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/12/13"
"MYTHYCAL TRADING AND PROJECTS CC";"";"registered";"2017/12/18"
"INGQAKA YOLUNTU (PTY) LTD";"INGQAKA YOLUNTU ASSERT PAWN";"registered";"2017/12/18"
"CREDO LOANS (PTY) LTD";"";"registered";"2017/12/19"
"GOLDEN DRAGON FINANCIAL (PTY) LTD";"";"registered";"2017/12/15"
"KOTE S CASH LOANS (PTY) LTD";"";"registered";"2017/12/19"
"LYNEHAM STABLES (PTY) LTD";"HIGHFLYER STUD";"registered";"2017/12/15"
"TIISANDZA (PTY) LTD";"";"registered";"2017/12/19"
"SHEPHERD CASH LOAN (PTY) LTD";"";"registered";"2017/12/19"
"MOHLAKANA DIKOLOBE (PTY) LTD";"";"registered";"2017/12/18"
"WATERFALL BUY AND SELL CC";"WATERFALL PAWNBROKERS";"voluntarily_cancelled";"2012/06/06"
"PETFOOD CATERERS (PTY) LTD";"";"voluntarily_cancelled";"2011/06/01"
"OMNI FINANCE TRUST";"";"voluntarily_cancelled";"2010/11/23"
"SUNSPRAY FOOD INGREDIENTS (PTY) LTD";"NUTRITIONAL FOODS";"voluntarily_cancelled";"2009/08/07"
"BLUE CROWN FINANCE CC";"";"voluntarily_cancelled";"2017/04/18"
"DYNAMCO MICRO FINANCE (PTY) LTD";"";"voluntarily_cancelled";"2009/07/21"
"JOHANNES LODEWICUS PRETORIUS";"";"voluntarily_cancelled";"2016/09/22"
"J BAY CASH LOANS CC";"";"voluntarily_cancelled";"2007/12/26"
"ACTEBIS 275 CC";"GROCOR BROKERS";"voluntarily_cancelled";"2010/01/27"
"SPOT CASH CC";"";"voluntarily_cancelled";"2010/01/27"
"BRO Z CASH LOANS CC";"";"lapsed";"2018/03/19"
"BLITZ CASH LOANS CC";"";"lapsed";"2014/03/31"
"ONECOR (PTY) LTD";"";"lapsed";"2014/10/30"
"PETRONELLA MEY";"";"lapsed";"2018/05/01"
"NUMIRUM DIENSTE CC";"";"lapsed";""
"BOLAND MANAGEMENT SCHOOL CC";"";"lapsed";"2014/03/31"
"BUZZ CASH CC";"";"lapsed";""
"MOSUKU'S FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"SARAH BOSHOFF (BOSTON BENONI) CC";"";"lapsed";"2018/03/31"
"LORINDA FINANSIELE DIENSTE CC";"";"lapsed";""
"MISRACHPRISCA (PTY) LTD";"PRISCA GUGU MTHEMBU CASH LOAN";"registered";"2017/12/18"
"L DISA CC";"";"registered";"2017/12/18"
"MAZAKANCANE (PTY) LTD";"";"registered";"2017/12/20"
"SABELO AND PORTIA FINANCIAL SERVICES (PTY) LTD";"S & P FINANCIAL SERVICES";"registered";"2017/12/19"
"NDZOO5 CASH LOAN STUDIO (PTY) LTD";"";"registered";"2017/12/19"
"ASPIRE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/12/18"
"STAFFBUCKS (PTY) LTD";"";"registered";"2017/12/19"
"IPHANGA LOAN BUSINESS (PTY) LTD";"";"registered";"2017/12/14"
"ONDEMAND FINANCIAL SOLUTIONS (PTY) LTD";"";"registered";"2017/12/15"
"ZHONGFA YAN";"";"registered";"2017/12/15"
"M L INTERNATIONAL TRADING 71 CC";"M L INTERNATIONAL TRADING CC";"voluntarily_cancelled";"2013/12/13"
"L JOUBERT AND R ROODT COLLECTION CC";"KWIK CASH LOANS";"voluntarily_cancelled";"2011/08/07"
"HERSLMAN AND HILL CC";"MONEY DIRECT";"voluntarily_cancelled";"2008/05/01"
"EASTERN REGION FINANCIAL SERVICES CC";"LOUHEN";"voluntarily_cancelled";"2009/01/03"
"PLATINUM CAMPUS (PTY) LTD";"";"voluntarily_cancelled";"2007/12/18"
"LEMPRO BOUSENTRUM (PTY) LTD";"P & L HARDWARE";"voluntarily_cancelled";"2009/01/28"
"STAR GATE TRADING 214 CC";"DISCOUNTER PAWNSHOP";"voluntarily_cancelled";"2010/08/05"
"GRENADA FINANCE CC";"ATLAS FINANCE";"voluntarily_cancelled";"2009/08/02"
"JASTIRO FINANCE CC";"ATLAS FINANCE , MAKULU FINANCE";"voluntarily_cancelled";"2010/02/10"
"MONTUNA CC";"MONEY MANAGERS";"voluntarily_cancelled";"2015/07/10"
"BAREND JACOBUS LOMBARD";"";"lapsed";"2014/03/31"
"NAUSHAAD'S CAR SALES CC";"";"lapsed";"2014/03/31"
"JOHAN LEWIS MOTORS CC";"";"lapsed";"2019/07/01"
"NEVINAN FINANCE CC";"";"lapsed";"2014/03/31"
"CASH FLUENCY CC";"";"lapsed";""
"MEONDO TRADING 309 CC";"";"lapsed";"2014/03/31"
"BLUE FINANCIAL SERVICES LIMITED";"";"lapsed";""
"DIE MIER CASH LOANS BK";"";"lapsed";"2014/03/31"
"HARE THUSANENG BERSTUURSTRUST";"";"lapsed";"2019/07/01"
"RAUTENBACH FAMILIE TRUST";"";"lapsed";"2014/03/31"
"SSN EMINENCE (PTY) LTD";"";"registered";"2017/12/18"
"M-GEE TRADING ENTERPRISES CC";"";"registered";"2017/12/14"
"MUSA RETAIL FINANCIAL SERVICES (PTY) LTD";"";"registered";"2017/12/21"
"KRUGER AND SONS (PTY) LTD";"K. FINANCE";"registered";"2017/12/21"
"HOPE JR TRADING (PTY) LTD";"";"registered";"2017/12/20"
"NINETY FIVE RIDGEWAY DRIVE (PTY) LTD";"";"registered";"2017/12/21"
"EASY MONEY CASH LOANS (PTY) LTD";"";"registered";"2017/12/21"
"HELLO FINANCE (PTY) LTD";"HELLO STORE";"registered";"2017/12/21"
"BUHLEBUYEZA ENTERPRISE (PTY) LTD";"FUZE LOANS";"registered";"2018/01/09"
"MORITHI FINANCE CC";"";"registered";"2007/08/30"
"ACCELERATOR FUND 1 (PTY) LTD";"";"voluntarily_cancelled";"2015/09/17"
"ACCELERATOR FUND 2 (PTY) LTD";"";"voluntarily_cancelled";"2015/05/06"
"GREENVILLE TRADING 7 (PTY) LTD";"PLATINUM CASH ADVANCE";"voluntarily_cancelled";"2019/12/03"
"ARROWTRADE 47 (PTY) LTD";"CASH CONVERTERS - BEREA";"voluntarily_cancelled";"2010/03/15"
"TREM RANCH CC";"EEZEE CASH";"voluntarily_cancelled";"2011/05/05"
"SAPPHIRE FINANCE (PTY) LTD";"";"voluntarily_cancelled";"2010/05/02"
"GLENRAND M.I.B LIMITED";"";"voluntarily_cancelled";"2010/06/14"
"PRESTPROPS 1196 CC";"FINANCE WORLD - MIDDELBURG";"voluntarily_cancelled";"2013/09/25"
"STANDARD BANK FLEET MANAGEMENT (PTY) LTD";"";"voluntarily_cancelled";""
"BLUE GRANITE INVESTMENTS NO 5 (PTY) LTD";"";"voluntarily_cancelled";"2013/12/08"
"NKOHLA CASH LOANS CC";"";"lapsed";"2014/03/31"
"LEBABI CASH FINANCE CC";"";"lapsed";"2014/03/31"
"MONEY MAGIC FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"FIXTRADE 1207 CC";"";"lapsed";""
"CARETURUS INVESTMENTS AND INSURANCE SOLUTIONS (PTY) LTD";"";"lapsed";"2014/03/31"
"TASET 43 CC";"";"lapsed";"2014/03/31"
"SPECIFIC FINANCE CC";"";"lapsed";"2018/03/19"
"MY AFRICA PROPERTIES (PTY) LTD";"";"lapsed";"2018/11/30"
"RANOS 2099 CC";"";"lapsed";"2014/10/30"
"ANSCHEL FINANCIAL SERVICES CC";"";"lapsed";"2018/05/01"
"DILEMO CASH LOAN (PTY) LTD";"";"registered";"2018/01/03"
"THAPELO BRIAN TRADING AND PROJECTS (PTY) LTD";"";"registered";"2017/12/22"
"MANYIKANI CONSULTANT (PTY) LTD";"";"registered";"2017/12/27"
"WORCESTER CW (PTY) LTD";"";"registered";"2017/12/23"
"GERT ALBERTUS FERRIS";"";"registered";"2017/12/22"
"JANSEN CASH LOANS (PTY) LTD";"";"registered";"2017/12/22"
"TRODEX TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/12/19"
"CASH CRUSADERS KOLONADE (PTY) LTD";"";"registered";"2017/12/19"
"PHANGISA LOANS (PTY) LTD";"";"registered";"2017/12/22"
"SERVIFOR FINANCIAL SERVICES CC";"";"registered";"2017/12/20"
"AVITRO 8 CC";"M & P FINANCIAL SERVICES";"voluntarily_cancelled";"2012/10/30"
"JACLI TRADING CC";"CASH CRUSADERS - VAN DER WALT STREET";"voluntarily_cancelled";"2011/09/27"
"PIET VAN GRAAN INVESTMENTS (PTY) LTD";"P. M. A. CASH LOANS";"voluntarily_cancelled";""
"GEMFIN BUSINESS SOLUTIONS CC";"GEMFIN MICRO LOANS, EMERALD FINANCE";"voluntarily_cancelled";"2017/10/25"
"RIPPLE EFFECT 1071 CC";"";"voluntarily_cancelled";"2010/02/20"
"SOVEREIGN CASH LOAN CC";"";"voluntarily_cancelled";"2009/06/22"
"SILVEX 365 CC";"SILVEX FINANCE & SMARTER FINANCE";"voluntarily_cancelled";"2018/02/01"
"G. PARR MOTORS (PTY) LTD";"CAR - RAMA";"voluntarily_cancelled";"2010/02/01"
"BOKELETSA INVESTMENTS (PTY) LTD";"";"voluntarily_cancelled";"2011/09/28"
"KAMUDAWIL PAWN BROS GEDULD CC";"";"voluntarily_cancelled";"2012/08/03"
"SUN COAST FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"WONDER SLIP CC";"";"lapsed";"2018/11/30"
"RC CASH LOANS CC";"";"lapsed";"2014/03/31"
"LEARNER INVESTMENTS CC";"";"lapsed";"2014/03/31"
"BHYAT MOTORS CC";"";"lapsed";""
"HLODAHLOMA CC";"";"lapsed";"2014/03/31"
"UYS MIKRO LENINGS CC";"";"lapsed";"2014/03/31"
"MAALPIT CC";"";"lapsed";""
"NAMA KEI CASH LOANS CC";"";"lapsed";"2014/03/31"
"HITAKHENSA TRADING CC";"";"lapsed";"2014/03/31"
"PHINAM TRADING CC";"GROWELL FINANCIAL SOLUTIONS";"registered";"2018/01/08"
"LOTSHA MZANSI PROJECTS (PTY) LTD";"MZANSI CASH LOAN";"registered";"2017/12/22"
"MAFEMANI NA TINYIKO TRADING ENTERPRISE AND CASHLOAN (PTY) LTD";"";"registered";"2018/01/03"
"LAZY CAT TRADING CC";"EXPRESS CASH LOANS";"registered";"2018/01/08"
"MOTHEPANE HOLDINGS (PTY) LTD";"";"registered";"2018/01/08"
"SHIRDO FINANCIAL SERVICES (PTY) LTD";"";"registered";"2018/01/02"
"MICHAEL JOHN TRENOR";"";"registered";"2018/01/05"
"SIMEQ SOLUTIONS (PTY) LTD";"";"registered";"2017/12/20"
"ALOTHANDO CASH LOAN (PTY) LTD";"";"registered";"2018/01/05"
"B DOT COM TRADING ENTERPRISE AND OTHER PROJECTS (PTY) LTD";"";"registered";"2017/12/18"
"AD 2000 CC";"DU TOIT AND ASSOCIATES";"voluntarily_cancelled";"2010/07/26"
"PYRAMID ROCK PROPERTY DEVELOPMENTS (PTY) LTD";"";"voluntarily_cancelled";"2011/03/16"
"HENDRIK EVERT SWEERS";"SPAARLAND";"voluntarily_cancelled";"2010/07/26"
"BERCHA TRUST";"TSHELETE THUSO";"voluntarily_cancelled";"2016/10/18"
"LEWITT AND ASSOCIATES CC";"REGENTS PARK CASH LOANS";"voluntarily_cancelled";"2008/10/15"
"SHERINA BELEGGINGS CC";"TSHELETE THUSO";"voluntarily_cancelled";"2019/01/21"
"LIFESTYLE LIVING (PTY) LTD";"";"voluntarily_cancelled";"2007/04/06"
"WEST POINT TRADING 13 BK";"BAPONG CASH LOANS";"voluntarily_cancelled";"2018/03/15"
"EMERALD DUNES INVESTMENTS 57 (PTY) LTD";"PAYDAY CASH ADVANCE";"voluntarily_cancelled";"2019/03/15"
"SDB FINANCE SERVICES CC";"FINANCIAL INTERMEDIATION";"voluntarily_cancelled";"2009/06/09"
"DIRECT CASH LOANS CC";"";"lapsed";"2018/11/01"
"GEZINA PERSONAL FINANCE CC";"";"lapsed";"2014/03/31"
"NORTH WEST SEKGWANE CC";"";"lapsed";"2014/03/31"
"ERF 170 PIETERSBURG TRUST";"";"lapsed";"2014/03/31"
"VINN INVESTMENTS NO 9 CC";"";"lapsed";"2019/07/01"
"M1 CASH LOANS CC";"";"lapsed";"2014/03/31"
"PAND HIPERMARK BK";"";"lapsed";"2014/03/31"
"ROBCO FIN SERVICES CC";"";"lapsed";"2014/03/31"
"THUTHUZELEKA CASH LOAN CC";"";"lapsed";""
"HDC CASHLOANS TRUST";"";"lapsed";"2014/03/31"
"DEON DE VILLIERS";"COMMERCIAL FINANCIAL SERVICES";"registered";"2007/07/25"
"BATSHIDI ENTERPRISE AND PROJECTS (PTY) LTD";"";"registered";"2018/01/04"
"LAURELL RANGE ZA (PTY) LTD";"";"registered";"2017/12/20"
"THABANE FINANCES (PTY) LTD";"";"registered";"2018/01/09"
"KING'S COUNSELING SERVICES (PTY) LTD";"EXPRESS LOANS SA";"registered";"2018/01/08"
"MAPLE CASH LOANS (PTY) LTD";"";"registered";"2018/01/08"
"50FIFTY BUSINESS SOLUTIONS (PTY) LTD";"";"registered";"2017/12/22"
"SHOW HOUSE FURNITURE (PTY) LTD";"";"registered";"2018/01/03"
"SINDI HELPING HAND (PTY) LTD";"";"registered";"2018/01/11"
"PRIVLEND (PTY) LTD";"";"registered";"2018/01/09"
"J AND W BUSINESS CONSULTANTS FINANCE CC";"";"voluntarily_cancelled";""
"LOUHEN KONSULTANTE (SANDTON 1) BK";"";"voluntarily_cancelled";"2008/10/27"
"NOLANDS INCORPORATED";"MSI NOLANDS";"voluntarily_cancelled";"2009/12/22"
"BUSICOR 0035 CC";"BOLEKA FINANCE";"voluntarily_cancelled";"2008/08/01"
"DANLOU MOTORS CC";"";"voluntarily_cancelled";""
"ORCHARDS FINANCIAL SERVICES CC";"ORCHARDS CASH LOANS";"voluntarily_cancelled";"2011/02/09"
"EPPOS CC";"U - LOAN";"voluntarily_cancelled";"2008/09/25"
"NEVILLS CLOTHING CC";"NEVILLS";"voluntarily_cancelled";"2016/10/11"
"MARHEIN PRODUCTS CC";"ER ENTERPRISES";"voluntarily_cancelled";"2008/08/25"
"BATHO CASH CC";"";"voluntarily_cancelled";"2009/10/27"
"KUTLWANO CASH LOAN";"";"lapsed";"2014/03/31"
"PROS AND CONS TRADING CC";"";"lapsed";"2019/07/01"
"HLANGANISA LOANS CC";"";"lapsed";""
"TROPICAL EDEN TRADING 178 CC";"";"lapsed";"2014/03/31"
"JPJ VAN DER MERWE CASH WISE CC";"";"lapsed";""
"Z A S FINANCE CC";"";"lapsed";"2014/03/31"
"MIDDELBURG CORNER CASH LOANS CC";"";"lapsed";"2014/03/31"
"ARCVEST 13 CC";"";"lapsed";"2014/03/31"
"THAMOR CONSULTANTS CC";"";"lapsed";"2014/10/30"
"WELCOME CENTRE FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"NKIYANI BUSINESS CONSULTANT (PTY) LTD";"";"registered";"2018/01/11"
"CTMK TRADING ENTERPRISE (PTY) LTD";"";"registered";"2017/12/21"
"5 STARS CASH LOAN (PTY) LTD";"";"registered";"2018/01/11"
"RUO YU TRADING (PTY) LTD";"";"registered";"2018/01/09"
"MACHUNE S LOAN (PTY) LTD";"";"registered";"2018/01/16"
"LUCKY DUNY FINANCIAL SERVICES AND TRADING (PTY) LTD";"";"registered";"2018/01/04"
"DONDA TOURS AND ENTERTAINMENT (PTY) LTD";"";"registered";"2018/01/15"
"EASTHER TRADING (PTY) LTD";"";"registered";"2018/01/15"
"NEXT360 (PTY) LTD";"";"registered";"2017/12/18"
"HUDUELENG (PTY) LTD";"";"registered";"2018/01/16"
"A TO C CONSTRUCTION (PTY) LTD";"CASH CRUSADERS - BRITS";"voluntarily_cancelled";"2011/04/13"
"CASH LOANS (PTY) LTD";"";"voluntarily_cancelled";"2009/04/09"
"DIRK JOHANNES SMIT";"DIE HUISVRIEND PIKETBERG";"voluntarily_cancelled";"2014/01/30"
"CHARIOT AUTO SALES CC";"";"voluntarily_cancelled";"2011/01/07"
"SANFRED FINANCE CC";"SANFRED PRO FINANCE & L & J CASH LOANS";"voluntarily_cancelled";"2009/04/23"
"LANGRIDGE PROPERTY HOLDINGS CC";"QUALI LOANS";"voluntarily_cancelled";"2014/12/05"
"NORETH TRADING (PTY) LTD";"AMAJUBA PARK SPAR";"voluntarily_cancelled";"2010/01/03"
"J. P. FURNISHERS CC";"PRESTIGE FURNITURE";"voluntarily_cancelled";"2009/12/13"
"DILP CC";"UBUNTU FINANCIAL SERVICES";"voluntarily_cancelled";"2011/01/08"
"BROM'S FURNISHING COMPANY (PTY) LTD";"STAR FURNISHERS";"voluntarily_cancelled";"2011/03/10"
"AMSA FINANS GTN 4 BK";"";"lapsed";"2014/03/31"
"SUNSHINE COAST CONSULTANTS CC";"";"lapsed";"2014/03/31"
"AVIATION DATA MANAGEMENT CC";"";"lapsed";"2014/03/31"
"HENNELS CASH CC";"";"lapsed";""
"W L FINANCE BROKERS CC";"";"lapsed";"2014/03/31"
"ARNOLDIS FINANCIAL SERVICES CC";"";"lapsed";"2014/03/31"
"TAMASA TRADING 199 CC";"";"lapsed";"2014/03/31"
"TITANCOR SIXTEEN (PTY) LTD";"";"lapsed";"2018/03/03"
"FLOWERDEW 128 CC";"";"lapsed";"2014/03/31"
"C J J LOOTS & L J ABRAHAM (TRADING IN PARTNERSHIP)";"";"lapsed";"2014/03/31"
"GASTAO'S QUALITY FOODS (PTY) LTD";"";"registered";"2017/12/20"
"MAZWE FINANCIAL SERVICES (PTY) LTD";"";"registered";"2007/08/08"
"SIPHACISO MILLION NKOSI";"LIDONGA CASH LOANS";"registered";"2018/01/08"
"A A U CASH LOANS (PTY) LTD";"";"registered";"2018/01/22"
"MILEAGE FINANCIAL (PTY) LTD";"";"registered";"2018/01/21"
"PROCUREMENT FINANCE (PTY) LTD";"";"registered";"2018/01/12"
"TEMOSO TRADING 1006 CC";"TAMA CASH LOANS";"registered";"2018/01/19"
"ERGO HOME LOAN COMPANY (PTY) LTD";"";"registered";"2017/01/18"
"GEOTRA FINANCE SOLUTIONS (PTY) LTD";"";"registered";"2018/01/18"
"SIZANGOKUHLE RETAIL AND TRANSPORTING CC";"";"registered";"2018/01/18"
"SA STAFFLOANS CC";"";"voluntarily_cancelled";""
"HOLOGRAPHIX PROPERTIES 512 (PTY) LTD";"CASH BOX FINANCIAL SERVICES";"voluntarily_cancelled";"2019/03/15"
"GLB MOTORS CC";"";"voluntarily_cancelled";"2014/02/24"
"HEN KIA ALGEMENE HANDELAARS POLOKWANE CC";"AUTO SELECT";"voluntarily_cancelled";"2011/03/01"
"121 MOTORS CC";"";"voluntarily_cancelled";"2011/02/08"
"SOLITAIRE TRUST";"LULA QUICK FINANCE";"voluntarily_cancelled";"2012/06/27"
"FULL SWING TRADING 265 CC";"INALA CASH LOANS AND FINANCIAL CONSULANTS";"voluntarily_cancelled";"2010/10/14"
"F EN M MAKELAARS CC";"";"voluntarily_cancelled";"2010/01/10"
"NATALSE LANDBOUKOOPERASIE BEPERK";"";"voluntarily_cancelled";"2010/02/24"
"LAEVELD KORPORATIEWE BELEGGING BEPERK";"LAEVELD KORPORATIEWE BELEGGING BEPERK";"voluntarily_cancelled";"2010/02/24"
"PS MICRO LENDERS CC";"";"lapsed";"2014/03/31"
"TRIPONZA TRADING 381 CC";"";"lapsed";"2018/03/21"
"LOUHEN KONSULTANTE (PRETORIA - NORTH 1) BK";"";"lapsed";"2014/03/31"
"CLYDE RUSSEL LAMBERT";"";"lapsed";"2014/03/31"
"ELCOR FINANSIELE DIENSTE (WYNBERG) BK";"";"lapsed";"2016/03/31"
"MALEFETSANE CLASE MOTAYE";"";"lapsed";"2014/10/30"
"BIKWAYO TRADING CC";"";"lapsed";"2014/03/31"
"KULANI FINANCIAL SERVICES CC";"";"lapsed";"2018/03/19"
